% PRELIMINARY DATA - SUBJECT TO CHANGE WITHOUT NOTICE - NOT YET PEER REVIEWED
% 
%%%%%%%
% 
% This file is based on the new high-resolution Berkeley Earth global temperature
% data set.  It expands upon the previous Berkeley Earth temperature data set by
% including predictive structures based on historical weather patterns and 
% increasing the underlying resolution to 0.25° x 0.25° latitude-longitude.
% Files based on this new data set are being provided as part of an early preview
% to aid in the identification of any remaining bugs or errors.  While, we 
% believe the current dataset to be accurate and useful, it is still in 
% development and substantial revisions remain possible if significant issues
% are identified.
% 
% LOCAL AND REGIONAL UNCERTAINTIES ARE STILL BEING UPDATED AND NOT YET REPORTED.
% 
%%%%%%%
% 
% This file contains an extracted regional summary of land-surface 
% temperature results produced by the high-resolution Berkeley Earth averaging 
% method for the region: 
% 
%    Finland
% 
% The Berkeley Earth method takes temperature observations from a large 
% collection of weather monitoring stations and produces an estimate of 
% the underlying global temperature field across all of the Earth's 
% land areas.  Once this temperature field has been generated, it is 
% possible to estimate the temperature evolution of individual regions 
% simply by integrating the field over the region in question.  This 
% file contains such a regional estimate.
% 
% For references and more information about the methods employed,
% please refer to the global average files and/of the Berkeley Earth
% website, http://berkeleyearth.org/
% 
% Temperatures are in Celsius and reported as anomalies relative to the 
% Jan 1951-Dec 1980 average.  Uncertainties represent the 95% confidence 
% interval for statistical noise and spatial undersampling effects.  Such 
% uncertainties are expected to account for the effects of random 
% noise as well as random biases affecting station trends and random 
% shifts in station baselines.  The analysis framework is expected to be 
% robust against most forms of bias; however, the impact of some forms of 
% possible systematic bias is still being studied.
% 
% The current dataset presented here is described as: 
% 
%   Land_TAVG_Monthly
% 
% 
% This analysis was run on 17-Sep-2025 00:52:42
% 
% Global results are based on 56751 time series 
%   with 23088806 monthly data points
% 
% The current region is characterized by: 
%%   Name: Finland
%%   Latitude Range: 59.81 to 70.08
%%   Longitude Range: 19.51 to 31.57
%%   Area: 310459.19 km^2
%%   Percent of global land area: 0.211 %
%%   Approximate number of temperature stations: 387
%%   Approximate number of monthly observations: 185283
% 
% Note that all results reported here are derived from the full field 
% analysis and will in general include information from many additional 
% stations that border the current region and not just those that lie 
% within this region.  In general, the temperature anomaly field has 
% significant correlations extending over greater than 1000 km, which 
% allows even distant stations to provide some insight at times when 
% local coverage may be lacking. 
% 
%%  Estimated Jan 1951-Dec 1980 absolute temperature (C): 1.13 +/-  NaN
% 
% Estimated Jan 1951-Dec 1980 monthly absolute temperature (C):
%       Jan    Feb    Mar    Apr    May    Jun    Jul    Aug    Sep    Oct    Nov    Dec
%%     -11.15 -11.22  -6.50  -0.38   6.50  12.54  14.69  13.03   7.57   1.38  -4.19  -8.68
%%  +/-    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN
% 
% For each month, we report the estimated land-surface anomaly for that 
% month and its uncertainty.  We also report the corresponding values for 
% year, five-year, ten-year, and twenty-year moving averages CENTERED about 
% that month (rounding down if the center is in between months).  For example, 
% the annual average from January to December 1950 is reported at June 1950. 
% 
% Annual averages are explicit 12-month moving averages.  Five, ten, and twenty
% year averages use a LOESS style regression (rather than a uniform averqage)
% in order to produce smoother trends, free from short-term noise.
% 
% Values are reported as missing (i.e. NaN) when station coverage within 
% the region becomes too low, even though a limited number of observations may 
% still have been made.  Time averages over intervals with some missing data will 
% be reported as long as at least 75% of the necessary values are available.
% 
%                  Monthly          Annual          Five-year        Ten-year        Twenty-year
% Year, Month,  Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.
 
  1962     8    -2.141  0.092    -1.250  0.070     0.203  0.061     0.039  0.041     0.019  0.020
  1962     9    -0.373  0.100    -1.198  0.076     0.184  0.062     0.033  0.040     0.017  0.020
  1962    10     1.604  0.145    -1.306  0.091     0.166  0.062     0.026  0.040     0.016  0.019
  1962    11     2.832  0.102    -0.903  0.105     0.147  0.062     0.020  0.040     0.014  0.019
  1962    12    -3.136  0.231    -0.837  0.112     0.128  0.062     0.013  0.039     0.013  0.019
  1963     1    -2.372  0.349    -0.710  0.123     0.110  0.061     0.006  0.039     0.011  0.019
  1963     2    -2.936  0.212    -0.464  0.136     0.091  0.061    -0.001  0.039     0.010  0.019
  1963     3    -5.185  0.159    -0.203  0.155     0.072  0.061    -0.009  0.039     0.009  0.019
  1963     4     0.934  0.247    -0.224  0.160     0.054  0.060    -0.016  0.038     0.007  0.018
  1963     5     4.523  0.246    -0.441  0.177     0.035  0.060    -0.023  0.038     0.006  0.018
  1963     6    -1.589  0.189    -0.179  0.196     0.016  0.059    -0.031  0.038     0.005  0.018
  1963     7    -0.681  0.197     0.497  0.173    -0.002  0.058    -0.039  0.037     0.004  0.018
  1963     8     0.809  0.194     0.640  0.154    -0.021  0.058    -0.046  0.037     0.003  0.018
  1963     9     2.756  0.244     1.006  0.139    -0.040  0.057    -0.054  0.036     0.001  0.018
  1963    10     1.355  0.174     0.932  0.129    -0.058  0.056    -0.062  0.036     0.000  0.017
  1963    11     0.236  0.237     0.601  0.119    -0.077  0.055    -0.069  0.036    -0.001  0.017
  1963    12     0.007  0.365     0.646  0.116    -0.096  0.054    -0.077  0.035    -0.002  0.017
  1964     1     5.733  0.170     0.668  0.107    -0.114  0.052    -0.085  0.035    -0.003  0.017
  1964     2    -1.215  0.262     0.558  0.093    -0.133  0.051    -0.093  0.034    -0.004  0.017
  1964     3    -0.796  0.187     0.280  0.071    -0.152  0.050    -0.100  0.034    -0.005  0.017
  1964     4     0.046  0.145     0.414  0.055    -0.170  0.049    -0.108  0.034    -0.006  0.016
  1964     5     0.554  0.187     0.347  0.047    -0.189  0.047    -0.116  0.033    -0.007  0.016
  1964     6    -1.053  0.270     0.484  0.040    -0.207  0.046    -0.123  0.033    -0.008  0.016
  1964     7    -0.418  0.140     0.247  0.035    -0.226  0.044    -0.131  0.032    -0.008  0.016
  1964     8    -0.509  0.073     0.383  0.028    -0.244  0.043    -0.138  0.032    -0.009  0.016
  1964     9    -0.577  0.111     0.376  0.021    -0.262  0.041    -0.146  0.032    -0.010  0.016
  1964    10     2.965  0.119     0.424  0.019    -0.280  0.040    -0.153  0.031    -0.011  0.015
  1964    11    -0.576  0.118     0.137  0.020    -0.297  0.038    -0.160  0.031    -0.012  0.015
  1964    12     1.653  0.195     0.195  0.028    -0.314  0.037    -0.167  0.030    -0.012  0.015
  1965     1     2.888  0.194     0.045  0.033    -0.331  0.036    -0.174  0.030    -0.013  0.015
  1965     2     0.422  0.239     0.007  0.033    -0.348  0.034    -0.180  0.030    -0.014  0.015
  1965     3    -0.888  0.165     0.216  0.027    -0.364  0.033    -0.187  0.029    -0.014  0.015
  1965     4     0.630  0.177     0.012  0.027    -0.379  0.032    -0.193  0.029    -0.015  0.015
  1965     5    -2.889  0.211    -0.295  0.028    -0.394  0.031    -0.199  0.029    -0.015  0.015
  1965     6    -0.363  0.224    -0.541  0.029    -0.408  0.030    -0.205  0.028    -0.016  0.014
  1965     7    -2.219  0.163    -1.381  0.039    -0.422  0.029    -0.211  0.028    -0.016  0.014
  1965     8    -0.959  0.077    -2.101  0.050    -0.435  0.029    -0.216  0.028    -0.017  0.014
  1965     9     1.924  0.156    -2.315  0.049    -0.447  0.028    -0.222  0.027    -0.017  0.014
  1965    10     0.523  0.130    -2.568  0.047    -0.459  0.028    -0.227  0.027    -0.018  0.014
  1965    11    -4.257  0.178    -2.329  0.048    -0.470  0.027    -0.231  0.027    -0.018  0.014
  1965    12    -1.308  0.165    -2.165  0.055    -0.480  0.027    -0.236  0.027    -0.018  0.014
  1966     1    -7.190  0.229    -1.939  0.049    -0.489  0.027    -0.240  0.026    -0.019  0.014
  1966     2    -8.213  0.193    -1.946  0.048    -0.497  0.027    -0.244  0.026    -0.019  0.014
  1966     3    -3.460  0.188    -2.265  0.039    -0.505  0.027    -0.248  0.026    -0.019  0.014
  1966     4    -2.404  0.156    -2.392  0.041    -0.512  0.028    -0.251  0.026    -0.020  0.014
  1966     5    -0.019  0.183    -1.793  0.040    -0.518  0.028    -0.254  0.026    -0.020  0.014
  1966     6     1.605  0.249    -1.650  0.031    -0.524  0.028    -0.257  0.025    -0.020  0.014
  1966     7     0.494  0.187    -1.439  0.034    -0.529  0.029    -0.259  0.025    -0.020  0.014
  1966     8    -1.042  0.070    -0.508  0.038    -0.533  0.030    -0.261  0.025    -0.020  0.014
  1966     9    -1.914  0.147     0.201  0.037    -0.537  0.030    -0.263  0.025    -0.020  0.014
  1966    10    -0.992  0.146     0.499  0.044    -0.540  0.031    -0.264  0.025    -0.020  0.014
  1966    11     2.931  0.136     0.499  0.049    -0.542  0.031    -0.266  0.025    -0.020  0.014
  1966    12     0.409  0.204     0.279  0.043    -0.544  0.032    -0.266  0.025    -0.020  0.014
  1967     1    -4.668  0.230     0.214  0.045    -0.545  0.033    -0.267  0.025    -0.020  0.014
  1967     2     2.965  0.171     0.462  0.040    -0.546  0.033    -0.267  0.025    -0.020  0.014
  1967     3     5.046  0.189     0.786  0.043    -0.547  0.034    -0.267  0.025    -0.020  0.014
  1967     4     1.169  0.177     1.026  0.041    -0.547  0.035    -0.266  0.025    -0.020  0.014
  1967     5    -0.013  0.186     1.177  0.037    -0.547  0.035    -0.265  0.025    -0.020  0.014
  1967     6    -1.038  0.187     0.599  0.049    -0.547  0.036    -0.264  0.025    -0.020  0.014
  1967     7    -0.288  0.149     0.367  0.050    -0.546  0.036    -0.262  0.025    -0.020  0.014
  1967     8     1.933  0.107     0.111  0.059    -0.545  0.037    -0.260  0.026    -0.020  0.014
  1967     9     1.977  0.117    -0.179  0.068    -0.543  0.037    -0.258  0.026    -0.019  0.014
  1967    10     1.889  0.138    -0.229  0.071    -0.542  0.038    -0.255  0.026    -0.019  0.014
  1967    11     4.742  0.098    -0.408  0.071    -0.540  0.038    -0.252  0.026    -0.019  0.014
  1967    12    -6.533  0.198    -0.245  0.073    -0.538  0.039    -0.248  0.026    -0.019  0.015
  1968     1    -7.451  0.171    -0.397  0.077    -0.535  0.039    -0.245  0.026    -0.018  0.015
  1968     2    -0.099  0.248    -0.580  0.085    -0.533  0.039    -0.240  0.027    -0.018  0.015
  1968     3     1.566  0.189    -0.826  0.081    -0.530  0.040    -0.236  0.027    -0.018  0.015
  1968     4     0.563  0.171    -1.344  0.076    -0.526  0.040    -0.231  0.027    -0.017  0.015
  1968     5    -2.152  0.169    -1.807  0.074    -0.522  0.040    -0.226  0.027    -0.017  0.015
  1968     6     0.907  0.258    -0.946  0.066    -0.518  0.040    -0.221  0.027    -0.017  0.015
  1968     7    -2.105  0.173    -0.540  0.059    -0.513  0.041    -0.215  0.028    -0.016  0.016
  1968     8    -0.267  0.113    -0.803  0.049    -0.508  0.041    -0.209  0.028    -0.016  0.016
  1968     9    -0.969  0.114    -1.150  0.053    -0.502  0.041    -0.202  0.028    -0.015  0.016
  1968    10    -4.326  0.131    -1.216  0.054    -0.495  0.041    -0.196  0.028    -0.015  0.016
  1968    11    -0.822  0.110    -1.170  0.055    -0.488  0.041    -0.189  0.028    -0.014  0.016
  1968    12     3.797  0.177    -1.277  0.060    -0.480  0.041    -0.181  0.029    -0.014  0.016
  1969     1    -2.569  0.196    -1.132  0.058    -0.471  0.041    -0.174  0.029    -0.013  0.017
  1969     2    -3.257  0.307    -1.015  0.050    -0.462  0.041    -0.166  0.029    -0.013  0.017
  1969     3    -2.602  0.265    -0.982  0.050    -0.451  0.041    -0.158  0.029    -0.012  0.017
  1969     4    -0.222  0.179    -0.532  0.050    -0.440  0.041    -0.150  0.030    -0.012  0.017
  1969     5    -1.600  0.169    -0.442  0.050    -0.428  0.041    -0.141  0.030    -0.011  0.017
  1969     6    -0.377  0.231    -0.897  0.048    -0.414  0.040    -0.132  0.030    -0.011  0.018
  1969     7    -0.368  0.116    -0.804  0.055    -0.400  0.040    -0.123  0.030    -0.010  0.018
  1969     8     1.128  0.124    -0.996  0.058    -0.385  0.040    -0.114  0.030    -0.009  0.018
  1969     9    -0.568  0.083    -0.600  0.051    -0.368  0.040    -0.105  0.031    -0.009  0.018
  1969    10     1.071  0.132    -0.717  0.053    -0.351  0.040    -0.095  0.031    -0.008  0.018
  1969    11     0.262  0.101    -0.592  0.053    -0.333  0.040    -0.086  0.031    -0.007  0.019
  1969    12    -1.661  0.138    -0.407  0.053    -0.313  0.040    -0.076  0.031    -0.007  0.019
  1970     1    -1.450  0.231    -0.296  0.050    -0.292  0.040    -0.066  0.031    -0.006  0.019
  1970     2    -5.564  0.267    -0.361  0.048    -0.271  0.040    -0.056  0.032    -0.006  0.019
  1970     3     2.150  0.182    -0.301  0.051    -0.248  0.040    -0.045  0.032    -0.005  0.020
  1970     4    -1.631  0.118    -0.374  0.052    -0.224  0.039    -0.035  0.032    -0.004  0.020
  1970     5    -0.101  0.147    -0.535  0.052    -0.199  0.039    -0.025  0.032    -0.003  0.020
  1970     6     1.851  0.127    -0.258  0.049    -0.173  0.039    -0.014  0.032    -0.003  0.020
  1970     7     0.963  0.134     0.161  0.047    -0.147  0.039    -0.004  0.033    -0.002  0.020
  1970     8     0.340  0.098     0.600  0.048    -0.119  0.039     0.006  0.033    -0.001  0.021
  1970     9     0.154  0.120     0.164  0.053    -0.090  0.039     0.017  0.033    -0.001  0.021
  1970    10     0.193  0.129     0.157  0.048    -0.061  0.039     0.027  0.033    -0.000  0.021
  1970    11    -1.666  0.108     0.132  0.047    -0.031  0.039     0.038  0.033     0.001  0.021
  1970    12     1.660  0.197    -0.095  0.049    -0.000  0.039     0.048  0.033     0.001  0.022
  1971     1     3.583  0.194    -0.232  0.053     0.031  0.039     0.059  0.034     0.002  0.022
  1971     2    -0.300  0.236    -0.242  0.050     0.063  0.039     0.069  0.034     0.003  0.022
  1971     3    -3.077  0.248    -0.346  0.048     0.095  0.039     0.079  0.034     0.003  0.022
  1971     4    -1.713  0.134    -0.430  0.048     0.127  0.040     0.089  0.034     0.004  0.023
  1971     5    -0.403  0.118    -0.573  0.049     0.160  0.040     0.099  0.034     0.005  0.023
  1971     6    -0.872  0.133    -0.612  0.050     0.193  0.040     0.109  0.034     0.006  0.023
  1971     7    -0.690  0.171    -0.857  0.057     0.226  0.040     0.118  0.034     0.006  0.023
  1971     8     0.223  0.137    -0.646  0.061     0.259  0.040     0.128  0.035     0.007  0.024
  1971     9    -1.093  0.138    -0.292  0.063     0.293  0.040     0.137  0.035     0.008  0.024
  1971    10    -0.809  0.144    -0.133  0.063     0.325  0.040     0.146  0.035     0.008  0.024
  1971    11    -3.385  0.108    -0.116  0.059     0.358  0.040     0.155  0.035     0.009  0.024
  1971    12     1.188  0.145     0.151  0.053     0.390  0.040     0.164  0.035     0.010  0.025
  1972     1     0.651  0.214     0.482  0.056     0.422  0.040     0.172  0.035     0.010  0.025
  1972     2     2.226  0.215     0.583  0.060     0.453  0.040     0.180  0.035     0.011  0.025
  1972     3     1.173  0.181     0.683  0.061     0.484  0.040     0.188  0.036     0.012  0.025
  1972     4     0.200  0.145     0.772  0.061     0.514  0.040     0.196  0.036     0.012  0.026
  1972     5    -0.202  0.114     1.022  0.060     0.543  0.040     0.203  0.036     0.013  0.026
  1972     6     2.328  0.087     1.542  0.058     0.571  0.040     0.210  0.036     0.014  0.026
  1972     7     3.287  0.107     1.932  0.041     0.598  0.040     0.216  0.036     0.014  0.026
  1972     8     1.431  0.132     1.967  0.036     0.623  0.040     0.223  0.036     0.015  0.026
  1972     9     0.108  0.156     2.051  0.037     0.648  0.040     0.229  0.036     0.016  0.027
  1972    10     0.261  0.130     2.097  0.041     0.671  0.040     0.234  0.036     0.016  0.027
  1972    11    -0.386  0.128     2.165  0.045     0.693  0.040     0.239  0.036     0.017  0.027
  1972    12     7.429  0.160     2.100  0.045     0.714  0.041     0.244  0.037     0.018  0.027
  1973     1     5.332  0.137     2.095  0.044     0.733  0.041     0.249  0.037     0.018  0.028
  1973     2     2.640  0.253     1.920  0.044     0.751  0.041     0.253  0.037     0.019  0.028
  1973     3     2.185  0.181     1.680  0.044     0.766  0.041     0.256  0.037     0.019  0.028
  1973     4     0.744  0.129     1.398  0.048     0.781  0.041     0.260  0.037     0.020  0.028
  1973     5     0.618  0.148     1.178  0.052     0.793  0.041     0.263  0.037     0.021  0.029
  1973     6     1.545  0.139     0.184  0.054     0.804  0.041     0.265  0.037     0.021  0.029
  1973     7     3.233  0.108     0.037  0.054     0.813  0.041     0.267  0.037     0.022  0.029
  1973     8    -0.672  0.105     0.408  0.054     0.819  0.041     0.269  0.037     0.022  0.029
  1973     9    -2.767  0.115     0.454  0.060     0.824  0.041     0.270  0.037     0.023  0.029
  1973    10    -3.130  0.133     0.403  0.056     0.828  0.041     0.271  0.038     0.023  0.030
  1973    11    -3.026  0.152     0.201  0.052     0.829  0.041     0.271  0.038     0.024  0.030
  1973    12    -4.498  0.221     0.122  0.054     0.828  0.041     0.271  0.038     0.024  0.030
  1974     1     3.572  0.098    -0.093  0.051     0.825  0.041     0.271  0.038     0.025  0.030
  1974     2     7.094  0.257    -0.014  0.053     0.820  0.042     0.270  0.038     0.025  0.031
  1974     3     2.737  0.225     0.437  0.053     0.813  0.042     0.269  0.038     0.026  0.031
  1974     4     0.134  0.134     0.759  0.052     0.804  0.042     0.267  0.038     0.026  0.031
  1974     5    -1.814  0.162     1.133  0.053     0.794  0.042     0.265  0.038     0.027  0.031
  1974     6     0.605  0.142     2.004  0.064     0.781  0.042     0.263  0.038     0.027  0.031
  1974     7     0.652  0.163     2.056  0.062     0.766  0.042     0.260  0.038     0.028  0.032
  1974     8     0.267  0.129     1.842  0.065     0.750  0.042     0.257  0.038     0.028  0.032
  1974     9     2.650  0.137     1.982  0.058     0.732  0.042     0.253  0.038     0.029  0.032
  1974    10     0.735  0.164     2.013  0.061     0.712  0.042     0.249  0.039     0.029  0.032
  1974    11     1.462  0.174     2.332  0.060     0.690  0.042     0.245  0.039     0.030  0.032
  1974    12     5.957  0.229     2.140  0.057     0.666  0.043     0.241  0.039     0.030  0.033
  1975     1     4.195  0.134     2.050  0.060     0.642  0.043     0.236  0.039     0.030  0.033
  1975     2     4.526  0.201     1.962  0.060     0.615  0.043     0.231  0.039     0.031  0.033
  1975     3     4.410  0.222     1.924  0.056     0.587  0.043     0.225  0.039     0.031  0.033
  1975     4     0.511  0.212     1.898  0.055     0.558  0.043     0.219  0.039     0.032  0.033
  1975     5     2.014  0.179     1.923  0.056     0.528  0.043     0.213  0.039     0.032  0.034
  1975     6    -1.704  0.131     1.537  0.051     0.497  0.043     0.207  0.039     0.033  0.034
  1975     7    -0.422  0.164     0.799  0.052     0.464  0.043     0.200  0.039     0.033  0.034
  1975     8    -0.794  0.091     0.509  0.057     0.431  0.043     0.193  0.039     0.033  0.034
  1975     9     2.198  0.094    -0.026  0.057     0.397  0.043     0.186  0.039     0.034  0.034
  1975    10     0.428  0.182    -0.087  0.055     0.363  0.043     0.179  0.040     0.034  0.035
  1975    11     1.762  0.210    -0.113  0.055     0.328  0.043     0.172  0.040     0.035  0.035
  1975    12     1.314  0.143    -0.162  0.049     0.292  0.043     0.164  0.040     0.035  0.035
  1976     1    -4.653  0.212    -0.218  0.053     0.257  0.043     0.156  0.040     0.035  0.035
  1976     2     1.042  0.220    -0.173  0.059     0.221  0.043     0.148  0.040     0.036  0.035
  1976     3    -2.013  0.241    -0.558  0.063     0.185  0.043     0.140  0.040     0.036  0.035
  1976     4    -0.214  0.189    -0.846  0.062     0.150  0.043     0.132  0.040     0.037  0.036
  1976     5     1.702  0.122    -1.007  0.063     0.114  0.043     0.124  0.040     0.037  0.036
  1976     6    -2.297  0.198    -1.079  0.056     0.079  0.043     0.116  0.040     0.037  0.036
  1976     7    -1.097  0.157    -0.591  0.061     0.045  0.043     0.107  0.041     0.038  0.036
  1976     8    -0.246  0.117    -0.750  0.056     0.011  0.043     0.099  0.041     0.038  0.036
  1976     9    -2.423  0.147    -0.520  0.058    -0.022  0.043     0.090  0.041     0.039  0.037
  1976    10    -3.030  0.138    -0.573  0.055    -0.054  0.043     0.082  0.041     0.039  0.037
  1976    11    -0.174  0.184    -0.750  0.059    -0.086  0.043     0.073  0.041     0.039  0.037
  1976    12     0.456  0.173    -0.638  0.061    -0.116  0.043     0.065  0.041     0.040  0.037
  1977     1     1.206  0.139    -0.598  0.059    -0.146  0.043     0.056  0.041     0.040  0.037
  1977     2    -0.873  0.247    -0.662  0.057    -0.174  0.043     0.048  0.041     0.041  0.037
  1977     3     0.750  0.277    -0.566  0.052    -0.201  0.043     0.039  0.042     0.041  0.038
  1977     4    -0.851  0.126    -0.371  0.052    -0.227  0.043     0.031  0.042     0.042  0.038
  1977     5    -0.426  0.231    -0.198  0.047    -0.251  0.043     0.023  0.042     0.042  0.038
  1977     6    -0.952  0.186    -0.212  0.051    -0.274  0.043     0.015  0.042     0.043  0.038
  1977     7    -0.610  0.161    -0.315  0.038    -0.296  0.043     0.007  0.042     0.043  0.038
  1977     8    -1.015  0.104    -0.588  0.036    -0.316  0.043    -0.001  0.042     0.044  0.038
  1977     9    -1.275  0.115    -0.580  0.040    -0.335  0.043    -0.009  0.042     0.044  0.038
  1977    10    -0.686  0.168    -0.608  0.045    -0.353  0.043    -0.016  0.043     0.045  0.039
  1977    11     1.904  0.177    -0.524  0.043    -0.369  0.043    -0.024  0.043     0.046  0.039
  1977    12     0.284  0.153    -0.466  0.043    -0.383  0.043    -0.031  0.043     0.046  0.039
  1978     1    -0.036  0.232    -0.482  0.043    -0.397  0.043    -0.038  0.043     0.047  0.039
  1978     2    -4.148  0.155    -0.511  0.043    -0.408  0.043    -0.045  0.043     0.047  0.039
  1978     3     0.848  0.274    -0.473  0.045    -0.419  0.043    -0.052  0.044     0.048  0.039
  1978     4    -1.180  0.202    -0.484  0.044    -0.428  0.043    -0.059  0.044     0.049  0.039
  1978     5     0.581  0.185    -0.554  0.049    -0.435  0.043    -0.065  0.044     0.050  0.040
  1978     6    -0.260  0.141    -1.298  0.053    -0.442  0.043    -0.071  0.044     0.050  0.040
  1978     7    -0.804  0.198    -1.509  0.050    -0.447  0.043    -0.077  0.044     0.051  0.040
  1978     8    -1.366  0.099    -1.311  0.054    -0.451  0.043    -0.083  0.044     0.052  0.040
  1978     9    -0.816  0.123    -1.205  0.049    -0.454  0.044    -0.088  0.045     0.053  0.040
  1978    10    -0.813  0.157    -1.215  0.047    -0.455  0.044    -0.093  0.045     0.053  0.040
  1978    11     1.057  0.189    -1.122  0.043    -0.456  0.044    -0.098  0.045     0.054  0.040
  1978    12    -8.637  0.231    -1.025  0.046    -0.455  0.044    -0.103  0.045     0.055  0.040
  1979     1    -2.569  0.199    -0.963  0.049    -0.453  0.044    -0.108  0.045     0.056  0.041
  1979     2    -1.778  0.219    -0.767  0.051    -0.451  0.044    -0.112  0.046     0.057  0.041
  1979     3     2.122  0.238    -0.679  0.048    -0.447  0.045    -0.116  0.046     0.058  0.041
  1979     4    -1.297  0.223    -0.749  0.052    -0.443  0.045    -0.120  0.046     0.059  0.041
  1979     5     1.702  0.209    -0.693  0.050    -0.438  0.045    -0.123  0.046     0.060  0.041
  1979     6     0.898  0.200     0.135  0.043    -0.432  0.046    -0.127  0.046     0.061  0.041
  1979     7    -0.052  0.165     0.213  0.044    -0.425  0.046    -0.130  0.047     0.062  0.041
  1979     8     0.980  0.127     0.210  0.046    -0.417  0.046    -0.132  0.047     0.063  0.041
  1979     9     0.236  0.104    -0.156  0.039    -0.409  0.047    -0.135  0.047     0.064  0.041
  1979    10    -1.648  0.168     0.118  0.045    -0.400  0.047    -0.137  0.047     0.066  0.042
  1979    11     1.724  0.212    -0.102  0.048    -0.390  0.047    -0.140  0.047     0.067  0.042
  1979    12     1.305  0.237     0.060  0.049    -0.380  0.048    -0.141  0.048     0.068  0.042
  1980     1    -1.640  0.186     0.075  0.051    -0.369  0.048    -0.143  0.048     0.069  0.042
  1980     2    -1.813  0.268    -0.022  0.058    -0.357  0.049    -0.145  0.048     0.071  0.042
  1980     3    -2.272  0.335     0.020  0.058    -0.345  0.049    -0.146  0.048     0.072  0.042
  1980     4     1.995  0.281     0.145  0.057    -0.333  0.050    -0.147  0.048     0.074  0.042
  1980     5    -0.938  0.215    -0.342  0.057    -0.320  0.050    -0.148  0.049     0.075  0.042
  1980     6     2.840  0.195    -0.556  0.056    -0.306  0.051    -0.148  0.049     0.077  0.042
  1980     7     0.136  0.159    -0.252  0.056    -0.292  0.051    -0.149  0.049     0.078  0.042
  1980     8    -0.188  0.123    -0.136  0.058    -0.278  0.052    -0.149  0.049     0.080  0.042
  1980     9     0.741  0.073    -0.326  0.072    -0.263  0.052    -0.149  0.049     0.081  0.043
  1980    10    -0.155  0.174    -0.574  0.075    -0.248  0.052    -0.149  0.050     0.083  0.043
  1980    11    -4.113  0.189    -0.379  0.078    -0.232  0.053    -0.149  0.050     0.085  0.043
  1980    12    -1.264  0.215    -0.760  0.075    -0.217  0.053    -0.149  0.050     0.087  0.043
  1981     1     2.012  0.225    -0.701  0.069    -0.200  0.054    -0.148  0.050     0.088  0.043
  1981     2    -0.424  0.235    -0.768  0.065    -0.184  0.054    -0.147  0.050     0.090  0.043
  1981     3    -4.559  0.416    -0.834  0.067    -0.168  0.055    -0.146  0.050     0.092  0.043
  1981     4    -0.974  0.287    -0.678  0.069    -0.151  0.055    -0.145  0.051     0.094  0.043
  1981     5     1.402  0.222    -0.298  0.078    -0.135  0.056    -0.144  0.051     0.096  0.043
  1981     6    -1.731  0.209    -0.518  0.091    -0.118  0.056    -0.143  0.051     0.098  0.043
  1981     7     0.845  0.151    -1.114  0.101    -0.101  0.057    -0.141  0.051     0.100  0.043
  1981     8    -0.996  0.117    -0.865  0.093    -0.085  0.057    -0.140  0.051     0.102  0.043
  1981     9    -0.050  0.123    -0.230  0.078    -0.069  0.057    -0.138  0.051     0.104  0.043
  1981    10     1.718  0.132    -0.109  0.074    -0.053  0.058    -0.136  0.051     0.107  0.044
  1981    11     0.449  0.245    -0.228  0.076    -0.038  0.058    -0.134  0.052     0.109  0.044
  1981    12    -3.913  0.223    -0.412  0.077    -0.023  0.058    -0.132  0.052     0.111  0.044
  1982     1    -5.132  0.259    -0.447  0.081    -0.009  0.059    -0.130  0.052     0.114  0.044
  1982     2     2.558  0.184    -0.356  0.077     0.005  0.059    -0.128  0.052     0.116  0.044
  1982     3     3.067  0.212    -0.340  0.075     0.018  0.059    -0.126  0.052     0.119  0.044
  1982     4     0.475  0.213    -0.492  0.074     0.030  0.060    -0.123  0.052     0.121  0.044
  1982     5    -0.030  0.231    -0.225  0.065     0.041  0.060    -0.121  0.052     0.124  0.044
  1982     6    -3.938  0.250     0.410  0.052     0.052  0.060    -0.118  0.052     0.126  0.044
  1982     7     0.432  0.175     1.189  0.049     0.061  0.060    -0.115  0.052     0.129  0.044
  1982     8     0.096  0.109     0.937  0.048     0.069  0.060    -0.112  0.052     0.132  0.044
  1982     9     0.143  0.124     0.749  0.058     0.075  0.060    -0.109  0.053     0.134  0.044
  1982    10    -0.104  0.159     0.944  0.058     0.080  0.061    -0.106  0.053     0.137  0.044
  1982    11     3.643  0.178     1.131  0.057     0.084  0.061    -0.103  0.053     0.140  0.044
  1982    12     3.707  0.237     1.407  0.059     0.087  0.061    -0.100  0.053     0.143  0.044
  1983     1     4.224  0.260     1.439  0.061     0.088  0.061    -0.097  0.053     0.146  0.044
  1983     2    -0.465  0.232     1.369  0.064     0.088  0.061    -0.093  0.053     0.149  0.044
  1983     3     0.808  0.308     1.513  0.062     0.086  0.061    -0.090  0.053     0.152  0.044
  1983     4     2.810  0.252     1.588  0.064     0.083  0.061    -0.086  0.053     0.155  0.044
  1983     5     2.214  0.177     0.958  0.069     0.078  0.061    -0.082  0.053     0.158  0.044
