% PRELIMINARY DATA - SUBJECT TO CHANGE WITHOUT NOTICE - NOT YET PEER REVIEWED
% 
%%%%%%%
% 
% This file is based on the new high-resolution Berkeley Earth global temperature
% data set.  It expands upon the previous Berkeley Earth temperature data set by
% including predictive structures based on historical weather patterns and 
% increasing the underlying resolution to 0.25° x 0.25° latitude-longitude.
% Files based on this new data set are being provided as part of an early preview
% to aid in the identification of any remaining bugs or errors.  While, we 
% believe the current dataset to be accurate and useful, it is still in 
% development and substantial revisions remain possible if significant issues
% are identified.
% 
% LOCAL AND REGIONAL UNCERTAINTIES ARE STILL BEING UPDATED AND NOT YET REPORTED.
% 
%%%%%%%
% 
% This file contains an extracted regional summary of land-surface 
% temperature results produced by the high-resolution Berkeley Earth averaging 
% method for the region: 
% 
%    Finland
% 
% The Berkeley Earth method takes temperature observations from a large 
% collection of weather monitoring stations and produces an estimate of 
% the underlying global temperature field across all of the Earth's 
% land areas.  Once this temperature field has been generated, it is 
% possible to estimate the temperature evolution of individual regions 
% simply by integrating the field over the region in question.  This 
% file contains such a regional estimate.
% 
% For references and more information about the methods employed,
% please refer to the global average files and/of the Berkeley Earth
% website, http://berkeleyearth.org/
% 
% Temperatures are in Celsius and reported as anomalies relative to the 
% Jan 1951-Dec 1980 average.  Uncertainties represent the 95% confidence 
% interval for statistical noise and spatial undersampling effects.  Such 
% uncertainties are expected to account for the effects of random 
% noise as well as random biases affecting station trends and random 
% shifts in station baselines.  The analysis framework is expected to be 
% robust against most forms of bias; however, the impact of some forms of 
% possible systematic bias is still being studied.
% 
% The current dataset presented here is described as: 
% 
%   Land_TAVG_Monthly
% 
% 
% This analysis was run on 17-Sep-2025 00:52:42
% 
% Global results are based on 56751 time series 
%   with 23088806 monthly data points
% 
% The current region is characterized by: 
%%   Name: Finland
%%   Latitude Range: 59.81 to 70.08
%%   Longitude Range: 19.51 to 31.57
%%   Area: 310459.19 km^2
%%   Percent of global land area: 0.211 %
%%   Approximate number of temperature stations: 387
%%   Approximate number of monthly observations: 185283
% 
% Note that all results reported here are derived from the full field 
% analysis and will in general include information from many additional 
% stations that border the current region and not just those that lie 
% within this region.  In general, the temperature anomaly field has 
% significant correlations extending over greater than 1000 km, which 
% allows even distant stations to provide some insight at times when 
% local coverage may be lacking. 
% 
%%  Estimated Jan 1951-Dec 1980 absolute temperature (C): 1.13 +/-  NaN
% 
% Estimated Jan 1951-Dec 1980 monthly absolute temperature (C):
%       Jan    Feb    Mar    Apr    May    Jun    Jul    Aug    Sep    Oct    Nov    Dec
%%     -11.15 -11.22  -6.50  -0.38   6.50  12.54  14.69  13.03   7.57   1.38  -4.19  -8.68
%%  +/-    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN
% 
% For each month, we report the estimated land-surface anomaly for that 
% month and its uncertainty.  We also report the corresponding values for 
% year, five-year, ten-year, and twenty-year moving averages CENTERED about 
% that month (rounding down if the center is in between months).  For example, 
% the annual average from January to December 1950 is reported at June 1950. 
% 
% Annual averages are explicit 12-month moving averages.  Five, ten, and twenty
% year averages use a LOESS style regression (rather than a uniform averqage)
% in order to produce smoother trends, free from short-term noise.
% 
% Values are reported as missing (i.e. NaN) when station coverage within 
% the region becomes too low, even though a limited number of observations may 
% still have been made.  Time averages over intervals with some missing data will 
% be reported as long as at least 75% of the necessary values are available.
% 
%                  Monthly          Annual          Five-year        Ten-year        Twenty-year
% Year, Month,  Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.
 
  1750     1     3.614  2.026     0.969    NaN     0.011  0.586    -0.037  0.456    -0.246  0.409
  1750     2     3.559  3.149     0.987    NaN     0.011  0.978    -0.032  0.784    -0.242  0.719
  1750     3     2.456  5.608     0.971    NaN     0.011  1.032    -0.028  0.819    -0.237  0.765
  1750     4     2.020  2.202     0.838    NaN     0.012  0.962    -0.023  0.772    -0.233  0.715
  1750     5     0.103  2.274     0.388    NaN     0.013  0.902    -0.019  0.725    -0.229  0.674
  1750     6    -0.370  1.642     0.210    NaN     0.013  0.891    -0.015  0.722    -0.225  0.671
  1750     7     0.959  2.529    -0.135    NaN     0.014  0.932    -0.011  0.762    -0.220  0.707
  1750     8     1.409  2.747    -0.916    NaN     0.015  0.559    -0.007  0.598    -0.216  0.642
  1750     9    -0.420  3.034    -0.979    NaN     0.016  0.886    -0.003  0.672    -0.212  0.517
  1750    10    -3.131  2.482    -1.033    NaN     0.018  0.944     0.001  0.768    -0.209  0.694
  1750    11    -4.991    NaN    -1.022    NaN     0.020    NaN     0.004    NaN    -0.205    NaN
  1750    12    -2.688  2.881    -1.123    NaN     0.022  0.954     0.008  0.786    -0.201  0.712
  1751     1    -0.520  2.367    -1.148    NaN     0.024  0.827     0.011  0.662    -0.197  0.511
  1751     2    -5.813 10.015    -1.244    NaN     0.027  0.989     0.014  0.793    -0.194  0.683
  1751     3     1.692  2.939    -1.276    NaN     0.029  0.799     0.018  0.657    -0.190  0.509
  1751     4     1.371  1.942    -1.078    NaN     0.033  0.784     0.021  0.696    -0.187  0.643
  1751     5     0.242    NaN    -0.739    NaN     0.036    NaN     0.024    NaN    -0.184    NaN
  1751     6    -1.587  3.031    -0.471    NaN     0.040  0.811     0.027  0.729    -0.180  0.671
  1751     7     0.655    NaN    -0.645    NaN     0.044    NaN     0.029    NaN    -0.177    NaN
  1751     8     0.263  1.934    -0.121    NaN     0.048  0.766     0.032  0.683    -0.174  0.612
  1751     9    -0.803  1.568    -0.105    NaN     0.053  0.629     0.034  0.594    -0.171  0.600
  1751    10    -0.757  2.337    -0.056    NaN     0.057  0.749     0.037  0.683    -0.168  0.630
  1751    11    -0.928  2.204    -0.002    NaN     0.062  0.777     0.039  0.657    -0.165  0.468
  1751    12     0.532    NaN     0.114    NaN     0.067    NaN     0.041    NaN    -0.162    NaN
  1752     1    -2.610  2.511     0.272    NaN     0.072  0.745     0.043  0.678    -0.159  0.624
  1752     2     0.475    NaN     0.411    NaN     0.077    NaN     0.045    NaN    -0.157    NaN
  1752     3     1.883  2.280     0.417    NaN     0.082  0.608     0.047  0.569    -0.154  0.578
  1752     4     1.959  1.954     0.481    NaN     0.087  0.750     0.049  0.674    -0.151  0.619
  1752     5     0.898    NaN     0.742    NaN     0.093    NaN     0.050    NaN    -0.149    NaN
  1752     6    -0.205    NaN     0.817    NaN     0.098    NaN     0.052    NaN    -0.146    NaN
  1752     7     2.555    NaN     1.112    NaN     0.103    NaN     0.053    NaN    -0.144    NaN
  1752     8     1.933    NaN     1.027    NaN     0.107    NaN     0.055    NaN    -0.142    NaN
  1752     9    -0.728    NaN     1.030    NaN     0.112    NaN     0.056    NaN    -0.139    NaN
  1752    10     0.008  1.257     1.060    NaN     0.117  0.645     0.057  0.549    -0.137  0.557
  1752    11     2.209  1.456     1.072    NaN     0.121  0.815     0.058  0.679    -0.135  0.594
  1752    12     1.428  2.617     0.976    NaN     0.125  0.864     0.058  0.730    -0.133  0.665
  1753     1     0.928  2.777     0.756    NaN     0.129  0.672     0.059  0.515    -0.131  0.498
  1753     2    -0.549  2.467     0.589    NaN     0.133  0.808     0.059  0.669    -0.129  0.606
  1753     3     1.922  2.106     0.675    NaN     0.137  0.645     0.060  0.560    -0.127  0.588
  1753     4     2.318  2.679     0.844    NaN     0.141  0.857     0.060  0.673    -0.125  0.615
  1753     5     1.041  1.421     0.823    NaN     0.144  0.827     0.060  0.669    -0.123  0.603
  1753     6    -1.359  2.103    -0.053    NaN     0.147  0.835     0.060  0.683    -0.121  0.620
  1753     7    -0.084  1.787    -0.168    NaN     0.150  0.838     0.060  0.670    -0.120  0.601
  1753     8    -0.064  2.036    -0.317    NaN     0.153  0.827     0.059  0.688    -0.118  0.621
  1753     9     0.301  1.593    -0.621    NaN     0.156  0.847     0.059  0.672    -0.116  0.599
  1753    10     2.039  1.745    -0.460    NaN     0.159  0.851     0.058  0.672    -0.115  0.599
  1753    11     1.955  2.940    -0.459    NaN     0.162  0.780     0.057  0.567    -0.113  0.564
  1753    12    -9.084  2.031    -0.319    NaN     0.164  0.861     0.056  0.689    -0.112  0.621
  1754     1    -0.448  1.807    -0.359    NaN     0.167  0.799     0.055  0.621    -0.110  0.492
  1754     2    -2.344  3.287    -0.422    NaN     0.169  0.812     0.054  0.643    -0.109  0.521
  1754     3    -1.726  2.839    -0.492    NaN     0.171  0.903     0.053  0.697    -0.108  0.587
  1754     4     4.250  2.145    -0.648    NaN     0.174  0.857     0.051  0.678    -0.106  0.595
  1754     5     1.060  2.588    -0.785    NaN     0.176  0.711     0.050  0.535    -0.105  0.534
  1754     6     0.314  0.968     0.083    NaN     0.178  0.855     0.048  0.680    -0.104  0.594
  1754     7    -0.564  2.986    -0.013    NaN     0.180  0.761     0.046  0.568    -0.103  0.543
  1754     8    -0.822  1.664    -0.095    NaN     0.181  0.850     0.044  0.682    -0.102  0.593
  1754     9    -0.531  1.832    -0.085  0.426     0.183  0.727     0.042  0.556    -0.101  0.522
  1754    10     0.162  1.833    -0.283    NaN     0.184  0.733     0.040  0.554    -0.100  0.512
  1754    11     0.312  2.785    -0.152    NaN     0.185  0.729     0.037  0.556    -0.099  0.511
  1754    12     1.330  2.858    -0.095    NaN     0.186  0.853     0.035  0.702    -0.098  0.614
  1755     1    -1.592  1.712     0.085    NaN     0.187  0.772     0.032  0.677    -0.097  0.619
  1755     2    -3.337  3.220     0.034    NaN     0.187  0.857     0.029  0.717    -0.096  0.626
  1755     3    -1.599  2.208     0.026    NaN     0.187  0.745     0.026  0.655    -0.095  0.597
  1755     4     1.872  3.203     0.175    NaN     0.186  0.867     0.023  0.713    -0.094  0.587
  1755     5     2.635  2.406     0.353    NaN     0.185  0.816     0.020  0.690    -0.093  0.591
  1755     6     1.002  1.857     0.191    NaN     0.183  0.709     0.017  0.591    -0.093  0.540
  1755     7     1.586  1.534     0.514    NaN     0.181  0.677     0.013  0.536    -0.092  0.485
  1755     8    -1.432  1.324     1.210    NaN     0.178  0.728     0.010  0.602    -0.091  0.539
  1755     9    -0.620  1.980     1.404    NaN     0.175  0.691     0.006  0.596    -0.091  0.539
  1755    10     1.948  2.165     1.380    NaN     0.171  0.859     0.003  0.741    -0.090  0.639
  1755    11     2.443  1.588     1.124    NaN     0.166  0.873    -0.001  0.779    -0.089  0.660
  1755    12    -0.614  1.797     1.090    NaN     0.160  0.928    -0.005  0.814    -0.089  0.677
  1756     1     2.286  4.382     1.019    NaN     0.153  0.652    -0.009  0.551    -0.088  0.426
  1756     2     5.014  3.364     0.989    NaN     0.146  0.644    -0.013  0.519    -0.088  0.396
  1756     3     0.734  2.115     0.991    NaN     0.138  0.774    -0.017  0.693    -0.087  0.590
  1756     4     1.574  2.485     0.842    NaN     0.129  0.769    -0.021  0.693    -0.087  0.590
  1756     5    -0.438  1.992     0.477  0.650     0.119  0.765    -0.026  0.693    -0.086  0.590
  1756     6     0.601  2.638     0.371  1.118     0.108  0.781    -0.030  0.732    -0.086  0.625
  1756     7     0.736  1.188    -0.111  0.961     0.096  0.757    -0.035  0.693    -0.085  0.590
  1756     8    -1.796  1.573    -0.342  0.917     0.084  0.662    -0.039  0.581    -0.085  0.501
  1756     9    -0.593  1.904    -0.416  0.726     0.070  0.748    -0.043  0.692    -0.085  0.590
  1756    10     0.157  1.568    -0.277  0.605     0.056  0.659    -0.048  0.582    -0.084  0.501
  1756    11    -1.931  1.461    -0.179  0.673     0.041  0.740    -0.053  0.691    -0.084  0.590
  1756    12    -1.893  2.261    -0.049  0.673     0.026  0.657    -0.057  0.614    -0.084  0.536
  1757     1    -3.501  2.394     0.170  0.720     0.010  0.803    -0.062  0.738    -0.083  0.631
  1757     2     2.244  4.106     0.464  0.695    -0.007  0.754    -0.066  0.729    -0.083  0.625
  1757     3    -0.152  1.807     0.705  0.664    -0.025  0.653    -0.071  0.583    -0.083  0.502
  1757     4     3.248  2.282     0.288  0.655    -0.042  0.750    -0.076  0.728    -0.083  0.625
  1757     5     0.733  2.500     0.645  0.793    -0.061  0.719    -0.080  0.686    -0.082  0.591
  1757     6     2.159  1.616     0.524  0.648    -0.079  0.716    -0.085  0.685    -0.082  0.591
  1757     7     3.361  2.168     0.547  0.880    -0.098  0.746    -0.089  0.691    -0.082  0.589
  1757     8     1.740  1.675     0.225  1.212    -0.117  0.745    -0.094  0.724    -0.082  0.625
  1757     9     2.291  2.374     0.089  1.155    -0.136  0.677    -0.098  0.617    -0.082  0.538
  1757    10    -4.845  2.547    -0.149    NaN    -0.155  0.686    -0.103  0.618    -0.081  0.537
  1757    11     2.351  1.967    -0.201    NaN    -0.174  0.708    -0.107  0.679    -0.081  0.591
  1757    12    -3.340  2.169    -0.520    NaN    -0.192  0.767    -0.112  0.748    -0.081  0.630
  1758     1    -3.232  3.007    -0.884    NaN    -0.211  0.715    -0.116  0.693    -0.081  0.583
  1758     2    -1.620  4.163    -1.104    NaN    -0.229  0.711    -0.120  0.691    -0.081  0.583
  1758     3    -1.785  1.603    -1.479    NaN    -0.246  0.781    -0.124  0.725    -0.080  0.627
  1758     4     0.399  4.014    -1.309    NaN    -0.263  0.690    -0.128  0.621    -0.080  0.571
  1758     5     0.113  1.809    -1.463    NaN    -0.280  0.689    -0.132  0.686    -0.080  0.599
  1758     6    -1.674  1.319    -1.347    NaN    -0.295  0.755    -0.136  0.710    -0.080  0.626
  1758     7    -1.012  2.697    -0.818    NaN    -0.310  0.683    -0.140  0.661    -0.080  0.628
  1758     8    -0.899  1.699    -0.347    NaN    -0.324  0.737    -0.144  0.669    -0.080  0.586
  1758     9    -2.205  1.196    -0.128    NaN    -0.337  0.673    -0.147  0.575    -0.080  0.508
  1758    10    -2.804  1.896    -0.145    NaN    -0.349  0.740    -0.151  0.664    -0.079  0.585
  1758    11     0.503  1.616    -0.318    NaN    -0.361  0.731    -0.154  0.720    -0.079  0.641
  1758    12    -1.944  2.398    -0.130    NaN    -0.371  0.727    -0.157  0.673    -0.079  0.578
  1759     1     3.115  3.072    -0.022    NaN    -0.380  0.685    -0.160  0.684    -0.079  0.640
  1759     2     4.027  3.652     0.137    NaN    -0.388  0.706    -0.163  0.604    -0.079  0.500
  1759     3     0.849  2.711     0.280    NaN    -0.394  0.717    -0.166  0.668    -0.079  0.603
  1759     4     0.194  3.685     0.400    NaN    -0.400  0.774    -0.169  0.708    -0.079  0.665
  1759     5    -1.958  1.858     0.356    NaN    -0.404  0.785    -0.171  0.678    -0.078  0.617
  1759     6     0.575  1.422    -0.070    NaN    -0.407  0.757    -0.174  0.645    -0.078  0.584
  1759     7     0.289  1.628    -1.082    NaN    -0.409  0.759    -0.176  0.643    -0.078  0.583
  1759     8     1.004  1.579    -1.376    NaN    -0.410  0.795    -0.178  0.682    -0.078  0.626
  1759     9    -0.485  1.449    -1.686    NaN    -0.410  0.702    -0.180  0.566    -0.078  0.514
  1759    10    -1.367  2.859    -1.881    NaN    -0.409  0.698    -0.182  0.560    -0.077  0.483
  1759    11    -0.021  2.442    -1.701    NaN    -0.406  0.755    -0.183  0.651    -0.077  0.629
  1759    12    -7.059  4.022    -1.805    NaN    -0.403  0.761    -0.185  0.707    -0.077  0.692
  1760     1    -9.033  3.136    -1.792    NaN    -0.399  0.725    -0.186  0.642    -0.077  0.645
  1760     2     0.496  3.414    -1.956  1.293    -0.393  0.701    -0.187  0.563    -0.077  0.517
  1760     3    -2.862  2.694    -1.795  1.276    -0.388  0.770    -0.188  0.645    -0.076  0.608
  1760     4    -2.148  3.517    -1.860  0.935    -0.381  0.759    -0.189  0.619    -0.076  0.582
  1760     5     0.197  2.122    -1.844  0.979    -0.374  0.754    -0.190  0.639    -0.076  0.629
  1760     6    -0.666  1.707    -1.369    NaN    -0.366  0.643    -0.190  0.506    -0.076  0.460
  1760     7     0.435  1.053    -0.521    NaN    -0.358  0.760    -0.191  0.626    -0.075  0.598
  1760     8    -0.964  1.786    -0.532    NaN    -0.349  0.757    -0.191  0.624    -0.075  0.598
  1760     9     1.449  1.744    -0.029  0.530    -0.340  0.741    -0.191  0.632    -0.075  0.630
  1760    10    -2.147  1.205     0.230  0.518    -0.331  0.749    -0.191  0.621    -0.074  0.599
  1760    11     0.170  2.648     0.325  0.557    -0.321  0.746    -0.191  0.648    -0.074  0.635
  1760    12    -1.349  3.247     0.555  0.511    -0.312  0.720    -0.190  0.568    -0.074  0.499
  1761     1     1.132  2.353     0.604  0.593    -0.302  0.590    -0.190  0.496    -0.073  0.462
  1761     2     0.366  1.580     0.846  0.619    -0.293  0.727    -0.189  0.614    -0.073  0.600
  1761     3     3.183  2.101     0.932  0.508    -0.284  0.720    -0.188  0.613    -0.073  0.600
  1761     4     0.952  1.903     0.894  0.558    -0.275  0.630    -0.187  0.558    -0.072  0.527
  1761     5     1.346  1.496     0.971  0.432    -0.266  0.704    -0.186  0.610    -0.072  0.601
  1761     6     2.088  2.383     0.715    NaN    -0.257  0.684    -0.185  0.617    -0.071  0.632
  1761     7     1.027  2.546     0.859    NaN    -0.249  0.687    -0.184  0.607    -0.071  0.602
  1761     8     1.941  1.041     1.015    NaN    -0.241  0.678    -0.182  0.606    -0.070  0.602
  1761     9     2.482  1.077     0.656    NaN    -0.233  0.669    -0.181  0.605    -0.070  0.603
  1761    10    -2.612  1.217     0.769    NaN    -0.226  0.660    -0.179  0.604    -0.069  0.603
  1761    11     1.099  2.028     0.632    NaN    -0.219  0.650    -0.177  0.603    -0.069  0.604
  1761    12    -4.419  2.033     0.515    NaN    -0.213  0.795    -0.175  0.739    -0.068  0.752
  1762     1     2.857  1.743     0.353    NaN    -0.207  0.586    -0.173  0.617    -0.068  0.635
  1762     2     2.242  2.022     0.067    NaN    -0.201  0.640    -0.171  0.615    -0.067  0.625
  1762     3    -1.135  2.014    -0.317    NaN    -0.196  0.613    -0.169  0.599    -0.067  0.605
  1762     4     2.314  2.512    -0.511    NaN    -0.190  0.621    -0.166  0.616    -0.066  0.627
  1762     5    -0.302  1.648    -0.393    NaN    -0.186  0.595    -0.164  0.597    -0.065  0.606
  1762     6     0.685  2.371    -0.022  0.085    -0.181  0.524    -0.162  0.551    -0.065  0.609
  1762     7    -0.914  2.296    -0.335  0.075    -0.176  0.579    -0.159  0.596    -0.064  0.607
  1762     8    -1.497  1.813    -0.741  0.183    -0.172  0.589    -0.157  0.618    -0.063  0.631
  1762     9    -2.118  1.361    -0.944    NaN    -0.168  0.524    -0.154  0.565    -0.063  0.540
  1762    10    -4.942  2.109    -1.191    NaN    -0.164  0.522    -0.151  0.566    -0.062  0.541
  1762    11     2.511  1.957    -1.133    NaN    -0.160  0.591    -0.148  0.639    -0.061  0.671
  1762    12     0.037  4.377    -1.224    NaN    -0.156  0.598    -0.146  0.655    -0.060  0.699
  1763     1    -0.904  3.119    -1.015    NaN    -0.151  0.495    -0.143  0.592    -0.060  0.655
  1763     2    -2.627  5.191    -0.915    NaN    -0.147  0.483    -0.140  0.550    -0.059  0.597
  1763     3    -3.567  3.811    -0.803    NaN    -0.143  0.437    -0.137  0.530    -0.058  0.505
  1763     4    -0.650  3.639    -0.600    NaN    -0.138  0.539    -0.134  0.594    -0.057  0.613
  1763     5     0.387  2.089    -0.936    NaN    -0.133  0.538    -0.131  0.595    -0.056  0.613
  1763     6    -0.409  1.876    -0.929    NaN    -0.128  0.568    -0.128  0.611    -0.056  0.581
  1763     7     1.593  1.934    -0.638    NaN    -0.123  0.538    -0.125  0.596    -0.055  0.614
  1763     8    -0.293  2.902    -0.075    NaN    -0.118  0.451    -0.122  0.537    -0.054  0.515
  1763     9    -0.768  1.018     0.263    NaN    -0.112  0.608    -0.119  0.635    -0.053  0.597
  1763    10    -2.509  2.344     0.407    NaN    -0.106  0.551    -0.116  0.582    -0.052  0.551
  1763    11    -1.526  4.026     0.362    NaN    -0.100  0.635    -0.113  0.673    -0.051  0.629
  1763    12     0.130  2.667     0.152    NaN    -0.093  0.606    -0.110  0.658    -0.050  0.683
  1764     1     2.582  4.765     0.119    NaN    -0.087  0.618    -0.107  0.676    -0.049  0.693
  1764     2     4.128  3.103     0.108    NaN    -0.080  0.583    -0.104  0.636    -0.048  0.650
  1764     3     0.488  3.940     0.161    NaN    -0.073  0.540    -0.102  0.629    -0.047  0.674
  1764     4     1.084  2.261     0.361    NaN    -0.065  0.564    -0.099  0.603    -0.046  0.620
  1764     5    -0.151  1.433     0.413  1.447    -0.058  0.469    -0.096  0.556    -0.045  0.595
  1764     6    -2.930  2.739     0.276  1.250    -0.051  0.545    -0.093  0.622    -0.044  0.674
  1764     7     1.188  2.002     0.105  1.080    -0.043  0.612    -0.090  0.644    -0.043  0.655
  1764     8    -0.422  2.284    -0.255  1.061    -0.036  0.583    -0.088  0.609    -0.042  0.623
  1764     9    -0.130  2.152    -0.145    NaN    -0.028  0.588    -0.085  0.610    -0.040  0.624
  1764    10    -0.105  1.455    -0.046    NaN    -0.021  0.594    -0.082  0.612    -0.039  0.625
  1764    11    -0.907  2.572    -0.081    NaN    -0.013  0.571    -0.080  0.603    -0.038  0.588
  1764    12    -1.517  1.991    -0.005    NaN    -0.006  0.606    -0.077  0.682    -0.037  0.733
  1765     1     0.535  5.047    -0.124    NaN     0.001  0.446    -0.075  0.581    -0.036  0.654
  1765     2    -0.192  3.691    -0.106    NaN     0.008  0.549    -0.072  0.607    -0.035  0.647
  1765     3     1.808  2.603    -0.196    NaN     0.015  0.706    -0.070  0.703    -0.033  0.700
  1765     4     2.270  1.660    -0.256    NaN     0.021  0.631    -0.068  0.623    -0.032  0.630
  1765     5    -0.569  2.371    -0.005    NaN     0.027  0.638    -0.065  0.625    -0.031  0.630
  1765     6    -2.023  2.623     0.100    NaN     0.033  0.652    -0.063  0.658    -0.030  0.635
  1765     7    -0.231  1.300    -0.038    NaN     0.039  0.692    -0.061  0.668    -0.029  0.670
  1765     8    -0.212  1.911     0.058    NaN     0.044  0.660    -0.059  0.632    -0.027  0.633
  1765     9    -1.207  1.715     0.075    NaN     0.048  0.667    -0.057  0.634    -0.026  0.634
  1765    10    -0.824  1.218     0.153    NaN     0.053  0.702    -0.055  0.674    -0.025  0.671
  1765    11     2.101  2.236     0.240    NaN     0.056  0.708    -0.053  0.677    -0.023  0.672
  1765    12    -0.259  3.944     0.471  0.450     0.060  0.698    -0.051  0.688    -0.022  0.696
  1766     1    -1.122  3.559     0.696  0.575     0.063  0.716    -0.050  0.662    -0.021  0.680
  1766     2     0.958  3.626     0.706  0.712     0.065  0.780    -0.048  0.718    -0.019  0.705
  1766     3     2.023  2.329     0.826  0.788     0.067  0.728    -0.046  0.687    -0.018  0.676
  1766     4     3.198  2.044     0.911    NaN     0.069  0.733    -0.044  0.689    -0.017  0.677
  1766     5     0.475  2.128     0.933    NaN     0.070  0.723    -0.043  0.653    -0.015  0.640
  1766     6     0.753  1.391     0.799    NaN     0.071  0.742    -0.041  0.694    -0.014  0.679
  1766     7     2.465  1.603     0.438    NaN     0.071  0.769    -0.040  0.728    -0.013  0.717
  1766     8    -0.090  1.881     0.233    NaN     0.071  0.750    -0.038  0.700    -0.011  0.681
  1766     9     0.233  2.137     0.228    NaN     0.070  0.746    -0.037  0.664    -0.010  0.644
  1766    10     0.197  2.945    -0.157    NaN     0.069  0.787    -0.036  0.693    -0.009  0.623
  1766    11     2.362  3.701    -0.220    NaN     0.068  0.728    -0.034  0.673    -0.007  0.660
  1766    12    -1.862  1.854    -0.324    NaN     0.066  0.720    -0.033  0.694    -0.006  0.694
  1767     1    -5.449  4.463    -0.668    NaN     0.064  0.605    -0.032  0.392    -0.005  0.325
  1767     2    -1.504  3.895    -0.481    NaN     0.061  0.805    -0.030  0.685    -0.003  0.660
  1767     3     1.966  2.927    -0.256    NaN     0.058  0.753    -0.029  0.688    -0.002  0.663
  1767     4    -1.427  1.671    -0.248    NaN     0.055  0.775    -0.028  0.682    -0.000  0.649
  1767     5    -0.278  1.204    -0.043    NaN     0.051  0.766    -0.027  0.695     0.001  0.665
  1767     6    -0.497  1.644     0.129  0.639     0.047  0.828    -0.025  0.727     0.002  0.691
  1767     7    -1.670  1.908     0.391  1.284     0.043  0.800    -0.024  0.666     0.004  0.591
  1767     8     2.155  1.954     0.188  1.137     0.038  0.787    -0.023  0.693     0.005  0.653
  1767     9     2.942  1.854    -0.294    NaN     0.033  0.801    -0.022  0.737     0.007  0.693
  1767    10     0.290  2.081    -0.140    NaN     0.027  0.800    -0.020  0.669     0.008  0.593
  1767    11     4.823  3.417    -0.184  1.946     0.021  0.809    -0.019  0.742     0.009  0.695
  1767    12     0.199  2.573    -0.121    NaN     0.015  0.863    -0.017  0.792     0.011  0.744
  1768     1    -2.309  2.136     0.111    NaN     0.009  0.850    -0.016  0.766     0.012  0.718
  1768     2    -3.939  2.613    -0.053    NaN     0.002  0.842    -0.015  0.742     0.013  0.691
  1768     3    -3.817  3.574    -0.333    NaN    -0.005  0.836    -0.013  0.747     0.015  0.694
  1768     4     0.423  2.139    -0.619    NaN    -0.012  0.807    -0.012  0.715     0.016  0.659
  1768     5    -0.802  1.632    -0.955    NaN    -0.019  0.809    -0.010  0.718     0.017  0.660
  1768     6     0.251  1.309    -0.499    NaN    -0.027  0.453    -0.008  0.445     0.019  0.418
  1768     7     1.122  1.462    -0.107    NaN    -0.035  0.496    -0.007  0.514     0.020  0.499
  1768     8     0.183  1.233     0.322  0.489    -0.044  0.852    -0.005  0.742     0.021  0.676
  1768     9    -0.419  2.077     0.789    NaN    -0.052  0.818    -0.003  0.729     0.023  0.663
  1768    10    -3.141  2.208     0.796    NaN    -0.061  0.873    -0.001  0.756     0.024  0.680
  1768    11     0.784  3.041     0.963    NaN    -0.069  0.915     0.001  0.803     0.025  0.725
  1768    12     5.682  3.372     1.014    NaN    -0.078  0.882     0.003  0.757     0.026  0.672
  1769     1     2.386  2.381     0.906    NaN    -0.087  0.870     0.006  0.758     0.028  0.679
  1769     2     1.215  2.976     0.903    NaN    -0.096  0.874     0.008  0.761     0.029  0.680
  1769     3     1.784  6.527     0.958    NaN    -0.105  0.992     0.011  0.860     0.030  0.758
  1769     4     0.502  2.192     0.893  1.460    -0.114  0.851     0.013  0.730     0.031  0.642
  1769     5     1.211  1.503     0.481    NaN    -0.123  0.889     0.016  0.793     0.032  0.708
  1769     6     0.856  1.917    -0.198    NaN    -0.131  0.892     0.019  0.795     0.033  0.708
  1769     7    -0.175  1.859    -0.427    NaN    -0.139  0.845     0.022  0.753     0.035  0.670
  1769     8     0.153  1.872    -0.361    NaN    -0.147  0.900     0.025  0.800     0.036  0.710
  1769     9     0.234  1.740    -1.045    NaN    -0.155  0.760     0.028  0.677     0.037  0.611
  1769    10    -3.916  2.391    -0.833    NaN    -0.162  0.757     0.031  0.677     0.038  0.612
  1769    11    -4.160  2.883    -0.848    NaN    -0.169  0.895     0.035  0.788     0.039  0.690
  1769    12    -2.470  3.026    -0.979    NaN    -0.174  0.977     0.038  0.863     0.040  0.751
  1770     1    -0.360  3.123    -0.993    NaN    -0.180  0.857     0.042  0.761     0.041  0.673
  1770     2     2.008  1.885    -0.982    NaN    -0.184  0.871     0.046  0.768     0.042  0.675
  1770     3    -6.426  3.082    -0.825    NaN    -0.188  1.032     0.050  0.919     0.043  0.794
  1770     4     3.042  2.787    -0.265    NaN    -0.191  0.989     0.054  0.855     0.044  0.734
  1770     5     1.037  1.784     0.018    NaN    -0.193  0.883     0.058  0.774     0.045  0.676
  1770     6    -0.716  2.151     0.403    NaN    -0.193  0.697     0.063  0.605     0.046  0.550
  1770     7    -0.341  3.646     0.194    NaN    -0.193  0.731     0.067  0.672     0.046  0.619
  1770     8     0.280  0.930    -0.355    NaN    -0.191  0.897     0.072  0.779     0.047  0.678
  1770     9     2.116  1.691    -0.272    NaN    -0.189  0.724     0.077  0.670     0.048  0.620
